smiles	valid	nswcs	target_logp	predicted_logp	ground_truth_logp
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C2OP(=O)(O)OC21	True	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C2OP(=O)(O)OC21	-2	-2.1806598	-0.7004000000000006
Nc1ncnc2c1ncn2C1OC(COP(CP(=O)OO)OOP(=O)(O)O)O1	True	Nc1ncnc2c1ncn2C1OC(COP(C[PH](=O)OO)OOP(=O)(O)O)O1	-2	-2.1912198	0.5286999999999995
O=C(CCNCC(O)C(=O)NO)COC(O)=O	True	O=C(CCNCC(O)C(=O)NO)COC(=O)O	-2	-3.2283826	-1.9038999999999984
O=C(CO)c1cnc(P(=O)(O)CP(=O)(O)C)c(=O)[nH]1	True	CP(=O)(O)CP(=O)(O)c1ncc(C(=O)CO)[nH]c1=O	-2	-1.0566276	-1.3017000000000003
NS(=O)(=O)c1ccc(CCOP(=O)(O)OPC(O)(O)O)c(O)c1O	True	NS(=O)(=O)c1ccc(CCOP(=O)(O)OPC(O)(O)O)c(O)c1O	-2	-3.2454863	-1.3970000000000002
O=c1[nH]c(=O)nnC2OCCCOCC(O)C(OOC2)OC1O	True	O=C1N=NC2COOC(OC(O)C(=O)N1)C(O)COCCCO2	-2	-4.4745383	-1.5783999999999985
O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F	True	O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F	-2	-2.1198416	-1.5666000000000002
NCc1[nH]c(NCO)(O)c1F	True	NCC1=C(F)C(O)(NCO)N1	-2	0.20411815	-2.0851
O=c1[nH]c(=O)n(C)CCCOC(C)(CC=O)C1O	True	CN1CCCOC(C)(CC=O)C(O)C(=O)NC1=O	-2	-2.0656886	-0.7166999999999992
Nc1cncn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1CCC2O)CC(=O)O	True	NC1=CN=CN(CC(=O)O)C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1CCC2O	-2	-1.6588501	-0.9595000000000007
NC(=O)CON	True	NOCC(N)=O	-2	-1.2439624	-1.638
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)1	True	O=C1C=CN(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)C1=O	-2	-2.7511158	-2.2986
COc1cccc(C(=O)CO)c1O	True	COc1cccc(C(=O)CO)c1O	-2	0.80965376	0.5757999999999996
CNC(=O)NC(OCCN)c1(O)cc1O	True	CNC(=O)NC(OCCN)C1(O)C=C1O	-2	-0.80816543	-1.5965999999999976
O=c1[nH]cnc2c1ncn2CCCCOC(OCCO)=O	True	O=C(OCCO)OCCCCn1cnc2c(=O)[nH]cnc21	-2	-1.4047934	0.04529999999999995
Nc1ncnc2c1ncn2COPCOOC(O)P(OOC(O)O)(O)P(=O)(O)OCC(O)C	True	CC(O)COP(=O)(O)[PH](O)(OOC(O)O)C(O)OOCPOCn1cnc2c(N)ncnc21	-2	-4.086556	-1.5559000000000012
O=c1[nH]c(=O)n(CN=CCP(=O)(O)O)cc1O	True	O=c1[nH]c(=O)n(CN=CCP(=O)(O)O)cc1O	-2	-1.5336384	-1.5518
O=c1[nH]n2CC(NNCCc3ncnc(NC3CCCCO)n2)nc1	True	O=C1C=NC2CN(N=C3N=CN=C(CCNN2)C(CCCCO)N3)N1	-2	0.3125417	-1.8972999999999953
Nc1ncnc2c1ncn2C1PC(OCP(=P)(O)OP(=O)O)OOP(=O)(O)Oc1=O	True	Nc1ncnc2c1ncn2C1PC(OCP(O)(=P)O[PH](=O)O)OOP(=O)(O)OC1=O	-2	-2.281827	0.7449999999999988
C=CCNCCCNCOC(=O)O	True	C=CCNCCCNCOC(=O)O	-2	0.29027545	0.3937999999999995
O=c1[nH]c(=O)n(CCCC2CCOCC2)c(=O)[nH]1	True	O=c1[nH]c(=O)n(CCCC2CCOCC2)c(=O)[nH]1	-2	-0.58119726	-0.5683000000000002
O=c1[nH]nc(Cc2ccccc2O)CC(O)C1O	True	O=C1NN=C(Cc2ccccc2O)CC(O)C1O	-2	0.001629889	-0.4676000000000003
O=c1[nH]c2cc([N+](=O)[O-])cc([N+](=O)[O-])12	True	O=C1NC2=CC([N+](=O)[O-])=CC12[N+](=O)[O-]	-2	0.9067315	-0.8102
O=c1[nH]nc(C)C2[nH]nc(c2ccc1O)C(O)CCO	True	CC1=NNC(=O)C(O)=CC=C2C(C(O)CCO)=NNC21	-2	-1.0883251	-1.0684999999999993
O=c1ccn(C2OC(COP(=O)(P)OP(=O)(O)SP(=O)(O)O)C(O)Cn2)c1=O	True	O=C1C=CN(C2NCC(O)C(COP(=O)(P)OP(=O)(O)SP(=O)(O)O)O2)C1=O	-2	-2.3446593	-0.5130000000000006
NC(=C)CC(=O)NCC(=O)CC(N)CO	True	C=C(N)CC(=O)NCC(=O)CC(N)CO	-2	-1.158165	-1.7560999999999982
NS(=O)(=O)NCC(=O)NC1CN(C(=O)NCCN)CC1	True	NCCNC(=O)N1CCC(NC(=O)CNS(N)(=O)=O)C1	-2	-2.7694883	-3.3616999999999964
O=c1[nH]c(=O)n(C2CC(OCOCCO)O2)cc1Cl	True	O=c1[nH]c(=O)n(C2CC(OCOCCO)O2)cc1Cl	-2	-1.138863	-0.5819999999999999
O=c1[nH]c(=O)n(C2OC(CO)C(O)C(O)C2O)cc1Br	True	O=c1[nH]c(=O)n(C2OC(CO)C(O)C(O)C2O)cc1Br	-2	-3.9938731	-2.7284999999999995
O=c1ccn(C2OC(COPPPOP(OO)POCOP(=O)(O)OP(=O)(O)O)O2)c(OO)nnn1	True	O=C1C=CN(C2OC(COPPPOP(OO)POCOP(=O)(O)OP(=O)(O)O)O2)C(OO)=NN=N1	-2	-4.4135838	2.4507000000000025
N=c1ccn(C2OC(COC(COO)(P(PO)(O)O)OP(O)P(=O)(O)O)C(O)C2O)c1=O	True	N=C1C=CN(C2OC(COC(COO)(OP(O)P(=O)(O)O)[PH](O)(O)PO)C(O)C2O)C1=O	-2	-4.095473	-2.5524300000000006
O=c1[nH]nc(CcCCNCC(O)C(O)C(O)C1O)	True	O=C1NN=CCCCCNCC(O)C(O)C(O)C1O	-2	-2.795712	-2.6944999999999975
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1OC	True	COc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O	-2	-2.2792602	-1.8140999999999994
O=C(O)CC(O)C(NC(=O)CO)CC=C(=O)	True	O=C=CCC(NC(=O)CO)C(O)CC(=O)O	-2	-1.1350212	-1.9229999999999994
O=P(O)(O)CCN(CCC(COP(OO)PO)OP(=O)(O)OP(=O)(O)O)COO	True	O=P(O)(O)CCN(CCC(COP(OO)PO)OP(=O)(O)OP(=O)(O)O)COO	-2	-4.1077886	0.2170999999999998
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)NP(=O)(O)O)C1	True	Nc1ncnc2c1ncn2C1CC(COP(=O)(O)OP(=O)(O)NP(=O)(O)O)O1	-2	-2.006009	-0.3877000000000004
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=S)[nH]1	True	O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=S)[nH]1	-2	-3.0176024	-1.2486100000000007
O=c1[nH]cnc2c1ncn2CCOCCPC(O)(O)O	True	O=c1[nH]cnc2c1ncn2CCOCCPC(O)(O)O	-2	-1.3670627	-1.5971000000000002
CCc1cn(C(C)P(=O)(P)COP(OP(=O)(O)O)C(N)C(C1(CO)C(C)OC)O)OC	True	CCC1=CN(OC)C(C)P(=O)(P)COP(OP(=O)(O)O)C(N)C(O)C1(CO)C(C)OC	-2	0.6816197	1.7111
Nc1ncnc2c1ncn2CCOP(PCP(OPO)OP(=O)(O)OP(=O)(O)OO)(O)O	True	Nc1ncnc2c1ncn2CCO[PH](O)(O)PCP(OPO)OP(=O)(O)OP(=O)(O)OO	-2	-3.8827815	1.0085000000000015
O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F	True	O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1F	-2	-2.1198416	-1.5666000000000002
O=c1[nH]c(=O)n(CC=CCP(=O)(O)OO)cc1O	True	O=c1[nH]c(=O)n(CC=CCP(=O)(O)OO)cc1O	-2	-1.3015963	-0.5266
O=c1[nH]c(=S)[nH]c([N+](=O)[O-])ccc2nnc21CCOCCCO	True	O=C1NC(=S)NC([N+](=O)[O-])=CC=C2N=NC12CCOCCCO	-2	-0.33219624	-0.013599999999999779
O=[N+]([O-])OC1Cc(CO)c1O	True	O=[N+]([O-])OC1CC(CO)=C1O	-2	0.45049566	-0.22859999999999997
O=c1[nH]c(=O)n(C2OC(O)C(CO)C2O)C1OC	True	COC1C(=O)NC(=O)N1C1OC(O)C(CO)C1O	-2	-4.3016133	-2.8451999999999993
NC(=S)C(=O)NCCCCNCP(=O)(O)O	True	NC(=S)C(=O)NCCCCNCP(=O)(O)O	-2	-1.4608232	-1.1063
O=C(N)CCCC(N=[N+]=[N-])CPOP(=O)(O)OP(=O)(O)O	True	[N-]=[N+]=NC(CCCC(N)=O)CPOP(=O)(O)OP(=O)(O)O	-2	-1.702417	1.140699999999999
Nc1ncnc2c1ncn2CCOCOP(PO)(O)OP(OO)(O)OP(=O)(O)O	True	Nc1ncnc2c1ncn2CCOCO[PH](O)(O[PH](O)(OO)OP(=O)(O)O)PO	-2	-3.6843696	-0.5951000000000006
O=c1ccn(C2OC(COP(=O)(P)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	True	O=c1ccn(C2OC(COP(=O)(P)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	-2	-3.4938607	-1.7351000000000008
O=c1[nH]cnc2c1ncn2CCCCOCCP(CO)OO	True	O=c1[nH]cnc2c1ncn2CCCCOCCP(CO)OO	-2	-0.96173227	0.7526999999999999
O=c1[nH]c(=S)n(CCC(O)P(=O)(O)O)c(O)c[nH]1	True	O=C1NC=C(O)N(CCC(O)P(=O)(O)O)C(=S)N1	-2	-1.3506434	-0.8708000000000005
O=c1[nH]c(=O)n(C2CC(O)C(OO)O2)cc1O	True	O=c1[nH]c(=O)n(C2CC(O)C(OO)O2)cc1O	-2	-3.5105948	-1.6623000000000003
O=c1[nH]nc(Cc2ccccc2)n1CCO	True	O=c1[nH]nc(Cc2ccccc2)n1CCO	-2	0.76233137	0.15449999999999992
O=C(NC1CCN1C1)CC(P(=O)(O)COC(=O)CCCO)NC1=O	True	O=C1CC(P(=O)(O)COC(=O)CCCO)NC(=O)CN2CCC2N1	-2	-0.33865285	-1.4759999999999989
O=P(O)(O)C(O)(C(COC(CP(=P)OO)O)OC)C(P(=O)(O)O)C(O)=O	True	COC(COC(O)C[PH](=P)OO)C(O)(C(C(=O)O)P(=O)(O)O)P(=O)(O)O	-2	-3.0045714	-1.4898000000000007
CC(=O)OC(CC(=O)CP(=O)(O)O)O	True	CC(=O)OC(O)CC(=O)CP(=O)(O)O	-2	-0.8076072	-0.9951999999999999
NC(=O)CCC(NC(=O)CNC(=O)C1)CCC1C(NO)O	True	NC(=O)CCC1CCC(C(O)NO)CC(=O)NCC(=O)N1	-2	-2.8818827	-2.049799999999997
COc1nc(=O)ccn1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	True	COc1nc(=O)ccn1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O	-2	-2.1391773	-1.9026000000000007
CNP(=O)C(O)P(NO)(C)CCOCCC(P(=O)(O)O)P(=O)(O)O	True	CN[PH](=O)C(O)[PH](C)(CCOCCC(P(=O)(O)O)P(=O)(O)O)NO	-2	-1.8864523	-0.6819000000000004
O=C1CCC(O)NC1CCOCCCONc1ncc([N+](=O)[O-])s1	True	O=C1CCC(O)NC1CCOCCCONc1ncc([N+](=O)[O-])s1	-2	0.55635005	0.8310999999999995
O=c1[nH]cnc2c1ncn2CCNCC(P(=O)(O)O)CO	True	O=c1[nH]cnc2c1ncn2CCNCC(CO)P(=O)(O)O	-2	-1.5919796	-1.7521999999999995
O=c1[nH]cnc2c(ncccc(CO)cc(=O)[nH]1)COCC2	True	O=c1cc(CO)cccnc2c(nc[nH]c(=O)[nH]1)CCOC2	-2	-0.043833584	-0.3330000000000004
O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1CN	True	NCc1cn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O	-2	-2.5163264	-2.246999999999998
O=c1[nH]c(=O)n(C2CC(O)C(=O)O2)C(O)C1O	True	O=C1OC(N2C(=O)NC(=O)C(O)C2O)CC1O	-2	-5.0642395	-3.1485999999999996
O=c1[nH]c(=O)P(CO)(O)Oc2[nH]c(=O)[nH]c12	True	O=C1NC(=O)[PH](O)(CO)Oc2[nH]c(=O)[nH]c21	-2	-2.121241	-1.5328000000000004
N#CO	True	N#CO	-2	0.22111124	-0.16002
O=c1[nH]nnc2c1nnn2CCCC(C=O)P(=O)(O)O	True	O=CC(CCCn1nnc2c(=O)[nH]nnc21)P(=O)(O)O	-2	-2.216558	-1.5650000000000008
O=c1[nH]c(=O)n(CC=CCP(=O)(O)O)cc1F	True	O=c1[nH]c(=O)n(CC=CCP(=O)(O)O)cc1F	-2	-0.7713578	-0.5903999999999999
O=c1[nH]cnc2c1ncn2CCN(CCP(=O)(O)O)CP(=O)(O)O	True	O=c1[nH]cnc2c1ncn2CCN(CCP(=O)(O)O)CP(=O)(O)O	-2	-1.1857747	-1.2654999999999998
O=c1[nH]c(=O)n(OC=COP(=O)(O)O)cc1Cl	True	O=c1[nH]c(=O)n(OC=COP(=O)(O)O)cc1Cl	-2	-1.2403587	-0.8009
O=[N+]([O-])CC(C)COP(=O)(O)ONC1PCC(O)c(O)=1	True	CC(COP(=O)(O)ONC1=C(O)C(O)CP1)C[N+](=O)[O-]	-2	-2.2136564	0.31749999999999984
CCCCCCCCCCCC(CCOP(CO)PP(P)(OP(O)O))(OP(=O)(O)O)c1OCC(=O)n1	True	CCCCCCCCCCCC(CCOP(CO)PP(P)OP(O)O)(OP(=O)(O)O)C1=NC(=O)CO1	-2	4.2209673	5.387700000000012
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1-n1cccc1	True	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1-n1cccc1	-2	-1.2441994	-1.0319999999999996
NNC(=O)c1ccccc1O	True	NNC(=O)c1ccccc1O	-2	0.15200572	-0.00430000000000047
O=c1[nH]cnc2c1ncn2CCPCCCOP(=O)(O)O	True	O=c1[nH]cnc2c1ncn2CCPCCCOP(=O)(O)O	-2	-1.8245224	0.2974999999999997
NS(=O)(=O)c1nnc(CCNC(P(=O)(O)O)P(=O)(O)O)cc1	True	NS(=O)(=O)c1ccc(CCNC(P(=O)(O)O)P(=O)(O)O)nn1	-2	-2.300187	-2.104899999999999
NS(=O)(=O)c1cnc(OC(COP(=O)(O)O)C(O)P(=O)(O)O)O1	True	NS(=O)(=O)c1cnc(OC(COP(=O)(O)O)C(O)P(=O)(O)O)o1	-2	-4.565659	-2.3251999999999993
O=c1[nH]cnc2c1ncn2C1NC(CPP(=O)(O)O)C(O)C1O	True	O=c1[nH]cnc2c1ncn2C1NC(CPP(=O)(O)O)C(O)C1O	-2	-3.1344614	-1.9170000000000007
NC(COC(C)C(O)(CCCPCCOP(=P)(O)O)OC(OOP(=O)(O)O)PC(O)(O)O)	True	CC(OCCN)C(O)(CCCPCCOP(O)(O)=P)OC(OOP(=O)(O)O)PC(O)(O)O	-2	-2.0913239	-1.0731000000000013
O=c1[nH]c2[nH]cc(SC3(CNCC)cccc[nH]3)ccc2[nH]1	True	CCNCC1(SC2=CNc3[nH]c(=O)[nH]c3C=C2)C=CC=CN1	-2	1.9556832	1.6952
CCCCCCCCCCCCCCCCP(=O)P(OPP(=O)(P)OP(=O)(O)O)C(O)(O)O	True	CCCCCCCCCCCCCCCC[PH](=O)P(OPP(=O)(P)OP(=O)(O)O)C(O)(O)O	-2	3.9290438	6.630100000000004
O=c1ccn(C2OC(COP(=O)(OPOP(=O)(O)OP(=O)(O)O)(C)CCC2=O)O)nn1	True	C[PH]1(=O)(OPOP(=O)(O)OP(=O)(O)O)CCC(=O)C(n2ccc(=O)nn2)OC(O)CO1	-2	-1.5029322	-0.6964000000000008
COC(=O)CNCOCNC(=O)C1OCCN1	True	COC(=O)CNCOCNC(=O)C1NCCO1	-2	-1.1342822	-2.257299999999997
O=c1[nH]c(=O)n(C2OC(CO)C(O)C(O)C2O)cc1I	True	O=c1[nH]c(=O)n(C2OC(CO)C(O)C(O)C2O)cc1I	-2	-4.001312	-2.886399999999999
O=c1[nH]c(=O)n(C2=C(O)P(COP(=O)(O)O)O2)O1	True	O=c1[nH]c(=O)n(-c2op(COP(=O)(O)O)c2O)o1	-2	-3.6387978	-0.5292
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C1O	True	O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)O)C1O	-2	-3.1962042	-1.5128000000000006
Nc1ncnc2c1ncn2CPP(=O)(O)OP(=O)(O)OP(=O)(O)O	True	Nc1ncnc2c1ncn2CPP(=O)(O)OP(=O)(O)OP(=O)(O)O	-2	-2.9848404	0.3711999999999996
Nc1n[nH]c(=CN)C(P(=O)(O)O)C(=O)c(=O)[nH]cn1	True	NC=C1NN=C(N)N=CNC(=O)C(=O)C1P(=O)(O)O	-2	-1.6257886	-3.1206999999999994
O=c1[nH]c(=O)c2ncccc12	True	O=C1NC(=O)c2ncccc21	-2	0.48771548	-0.0348
CCCCCCCCCCCCC=CCC(CCCCPCPP(=O)(O)OP(=O)(O)OP(=O)(O)O)	True	CCCCCCCCCCCCC=CCCCCCCPCPP(=O)(O)OP(=O)(O)OP(=O)(O)O	-2	5.617926	8.445299999999998
O=c1[nH]c(=O)n(CCCCO)cc1O	True	O=c1[nH]c(=O)n(CCCCO)cc1O	-2	-0.8932737	-0.9853000000000003
O=c1[nH]c(=S)Cn2C(CO)(COP(=O)(O)O)C2OPC1O	True	O=C1NC(=S)CN2C(OPC1O)C2(CO)COP(=O)(O)O	-2	-3.066381	-2.1458
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)[O-])C1	True	Nc1ncnc2c1ncn2C1CC(COP(=O)(O)O[PH](=O)O)O1	-2	-1.867365	-0.42040000000000066
COCCOC(N)C(P(=O)(N)O)P(=O)(O)O	True	COCCOC(N)C(P(N)(=O)O)P(=O)(O)O	-2	-1.9270886	-1.4178999999999993
O=c1[nH]cnc2c1ncn2CCOC(COP(=O)(O)O)COC	True	COCC(COP(=O)(O)O)OCCn1cnc2c(=O)[nH]cnc21	-2	-2.8251	-0.7395000000000005
O=c1[nH]c(=O)n(C2CC(O)N2C(NC2)CC1)C2O	True	O=C1CCC2NCC(O)N(C(=O)N1)C1CC(O)N21	-2	-2.5811415	-2.0836999999999986
CC(=O)Nc1ccc(S(=O)(=O)N2CCC(C2)cc1)C(=O)NO	True	CC(=O)NC1=CC=C(C(=O)NO)S(=O)(=O)N2CCC(C=C1)C2	-2	0.35825217	-0.3827999999999991
O=c1[nH]C=CC(CCPP(=O)OCOP(=O)(O)O)(COP(=O)(O)O)n1O	True	O=C1NC=CC(CCP[PH](=O)OCOP(=O)(O)O)(COP(=O)(O)O)N1O	-2	-2.9052758	0.3042999999999993
O=c1[nH]c(=O)n(C2PC(O)C(COP(=O)(O)N)O2)cc1F	True	NP(=O)(O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)PC1O	-2	-2.0932832	-1.3968000000000007
NCC(=N)CC(=S)NCC(=O)NCN	True	N=C(CN)CC(=S)NCC(=O)NCN	-2	-1.6765743	-1.6956299999999986
O=C(CCCCCCCCc1cc[n+](CCOP(=O)([O-])OOP(=O)(O)O)=1)O	True	O=C(O)CCCCCCCCC1=[N+](CCOP(=O)([O-])OOP(=O)(O)O)C=C1	-2	0.8978355	1.6985
CCCCCCCCCCCCCCC(P(CO)P(=P)(O)OOP(=O)(O)O)O(NCC(=O)O)	True	CCCCCCCCCCCCCCC(ONCC(=O)O)P(CO)P(O)(=P)OOP(=O)(O)O	-2	3.1645708	5.294800000000008
N=[N+]([O-])c1ccc(NC(P(=O)(O)O)P(=O)(O)O)O1	True	N=[N+]([O-])c1ccc(NC(P(=O)(O)O)P(=O)(O)O)o1	-2	-1.0149616	0.5032699999999997
O=P(O)(O)C(N1CCCOCC1(P(=O)(O)O)P(=O)[O-])	True	O=[PH](O)C1(P(=O)(O)O)COCCCN1CP(=O)(O)O	-2	-1.5479637	-1.4896000000000005
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)c(O)c1Br	True	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)c(O)c1Br	-2	-1.9209229	-1.3546000000000002
Cc1nn(C2CCOC(COPOPOC(P)OP(=O)(P)O)C(O)C2O)OCC(O)C(=O)nn1	True	CC1=NN(C2CCOC(COPOPOC(P)OP(=O)(O)P)C(O)C2O)OCC(O)C(=O)N=N1	-2	-2.4438047	0.003599999999999659
O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1O	True	O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1O	-2	-2.8468676	-2.0001
Nc1cn(CO)C(N)CCCOP(COP(=O)(O)OP(=O)P(=O)(O)O)O1	True	NC1=CN(CO)C(N)CCCOP(COP(=O)(O)O[PH](=O)P(=O)(O)O)O1	-2	-3.2256327	0.07799999999999996
O=c1[nH]c(=O)n(CC=CCP(=O)(O)O)cc1Cl	True	O=c1[nH]c(=O)n(CC=CCP(=O)(O)O)cc1Cl	-2	-0.3377899	-0.07610000000000011
NC(=O)C(O)C(O)C1COC1=O	True	NC(=O)C(O)C(O)C1COC1=O	-2	-1.7889491	-2.6335000000000006
NC1NC(=O)C(CC(CCP(=O)PO)OC(O)CP(=O)(O)O)C1=O	True	NC1NC(=O)C(CC(CC[PH](=O)PO)OC(O)CP(=O)(O)O)C1=O	-2	-3.4376836	-1.6917000000000004
O=c1[nH]cnc2cnc1C(NO)CCN(C2CCO)n1CCCC1	True	O=C1NC=NC2=CN=C1C(NO)CCN(N1CCCC1)C2CCO	-2	-0.11770779	-0.7581999999999984
O=c1[nH]c(=O)n(COC(O)P(OO)(O)O)cc1O	True	O=c1[nH]c(=O)n(COC(O)[PH](O)(O)OO)cc1O	-2	-2.2430692	-2.5387
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(=O)CCOOC1O	True	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(=O)CCOOC1O	-2	-2.860355	-1.3590000000000002
NC(N)=C(O)C(N)C(O)CCl	True	NC(N)=C(O)C(N)C(O)CCl	-2	-0.6059345	-1.4420999999999995
N=c1[nH]c(=O)n(CCCCCP(=O)(O)O)cc1O	True	N=c1[nH]c(=O)n(CCCCCP(=O)(O)O)cc1O	-2	-0.97262955	-0.29053000000000023
Nc1c[nH]n(CC(=O)N)cncc1	True	NC(=O)Cn1cnccc(N)c[nH]1	-2	0.79031974	-0.5969000000000002
O=C(O)CCCCNP(=O)(O)CCCNNP(=O)(O)(=O)NO	True	O=C(O)CCCCNP(=O)(O)CCCNNP(=O)(=O)(O)NO	-2	-2.4850483	-0.5389999999999988
O=c1[nH]c(=O)n(C2CC(O)C(CP)O2)cc1O	True	O=c1[nH]c(=O)n(C2CC(O)C(CP)O2)cc1O	-2	-2.2619805	-1.2343000000000006
O=c1[nH]nc(C)n(COC(O)=NO)C(O)C1O	True	CC1=NNC(=O)C(O)C(O)N1COC(=O)NO	-2	-3.441349	-2.291799999999998
O=c1[nH]nc(Cc2n[nH]c(=O)o2)CC1=O	True	O=C1CC(Cc2n[nH]c(=O)o2)=NNC1=O	-2	-1.0658125	-1.6496000000000008
O=c1[nH]c(=O)n(C2(C(O))CCP(=O)(O)O)cc2CC1O	True	O=C1NC(=O)N2C=C(CC1O)C2(CO)CCP(=O)(O)O	-2	-1.9154559	-1.5144000000000006
CC(=O)OCC(=O)NOC(=O)O	True	CC(=O)OCC(=O)NOC(=O)O	-2	-1.6774098	-0.7247000000000001
O=c1[nH]cnc2c1CCN2CCOCOCOP(=O)(O)	True	O=c1[nH]cnc2c1CCN2CCOCOCO[PH](=O)O	-2	-1.8492457	-0.5208
O=c1[nH]cnc2c1ncn2C(OCC(CO)OC(=O)C)O	True	CC(=O)OC(CO)COC(O)n1cnc2c(=O)[nH]cnc21	-2	-2.4107327	-1.4914000000000007
CN(C)C(=O)Nc1cncc(CCCP(OP(=O)(O)O)P(=O)(O)O)c1	True	CN(C)C(=O)Nc1cncc(CCCP(OP(=O)(O)O)P(=O)(O)O)c1	-2	0.44260827	1.7066000000000006
O=P(O)(S)C(S)CCc1ccc(P(=O)(OCO)C(COP(=O)(O)O)OO)O1	True	O=P(O)(O)OCC(OO)P(=O)(OCO)c1ccc(CCC(S)P(=O)(O)S)o1	-2	-0.34133416	1.3780999999999997
O=c1[nH]cnc2c1ncn2CCOCOP(OO)(O)O	True	O=c1[nH]cnc2c1ncn2CCOCO[PH](O)(O)OO	-2	-2.781179	-1.0056000000000003
O=c1[nH]c(=O)n(CCCCCC2)C(O)C21O	True	O=C1NC(=O)C2(O)CCCCCCN1C2O	-2	-1.5947329	-0.4482000000000005
O=C(O)CCC(CP(=O)(O)PCCCOP(=O)(OOO)O)OP(=O)(O)	True	O=C(O)CCC(CP(=O)(O)PCCCOP(=O)(O)OOO)O[PH](=O)O	-2	-3.2066178	1.4105999999999992
O=c1[nH]cnc2c1NC2(COCPC(P)(O)O)OP(=O)P(=O)(O)O	True	O=c1[nH]cnc2c1NC2(COCPC(O)(O)P)O[PH](=O)P(=O)(O)O	-2	-2.2816544	-0.9442000000000004
NS(=O)(=O)OCC(OP(=O)(O)OP(=O)(O)O)P(=O)(O)O	True	NS(=O)(=O)OCC(OP(=O)(O)OP(=O)(O)O)P(=O)(O)O	-2	-4.845138	-2.0633999999999992
Nc1ncnc(c1OCC(COP(=O)PO)OP(=O)(O)OP(=O)(O)O)O	True	Nc1ncnc(O)c1OCC(CO[PH](=O)PO)OP(=O)(O)OP(=O)(O)O	-2	-3.2605653	-0.26980000000000054
Nc1ncnc2c1ncn2C1OCPCOP(=O)(O)OC(O)C(O)C1O	True	Nc1ncnc2c1ncn2C1OCPCOP(=O)(O)OC(O)C(O)C1O	-2	-4.0419235	-1.2954000000000008
CSc1ccn(C2OC(COP(=O)(P)OP(=O)(O)CP(=O)(O)O)C(O)n2O)c1	True	CSc1ccn(C2OC(COP(=O)(P)OP(=O)(O)CP(=O)(O)O)C(O)N2O)c1	-2	-1.220781	1.4114999999999993
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1OO	True	Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1OO	-2	-2.8723488	-1.2487000000000008
O=c1[nH]cnc2c1ncn2C(OC(COP(=O)(O)O)CO)CCOC	True	COCCC(OC(CO)COP(=O)(O)O)n1cnc2c(=O)[nH]cnc21	-2	-3.4670725	-0.8585000000000005
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)[O-])C1	True	Nc1ncnc2c1ncn2C1CC(COP(=O)(O)O[PH](=O)O)O1	-2	-1.867365	-0.42040000000000066
O=c1[nH]cnc2c1ncn2CCOC(COP(=O)(O)O)CCO	True	O=c1[nH]cnc2c1ncn2CCOC(CCO)COP(=O)(O)O	-2	-2.891592	-1.0035000000000005
